mean_pred,fraction_pos,model
0.9906973144310878,0.21070811744386875,source_only
0.9999027708515172,0.1903114186851211,source_only
0.9999172680653856,0.24048442906574394,source_only
0.9999272292805804,0.2889273356401384,source_only
0.9999337033960566,0.2629757785467128,source_only
0.9999384157138278,0.24394463667820068,source_only
0.9999428646551545,0.24048442906574394,source_only
0.9999487359549609,0.2681660899653979,source_only
0.9999536037299631,0.3235294117647059,source_only
0.999960480568935,0.28546712802768165,source_only
0.23608376024161376,0.10189982728842832,target_only
0.31960548775617287,0.11072664359861592,target_only
0.36105336120265996,0.16262975778546712,target_only
0.3996181987124298,0.17128027681660898,target_only
0.43452841038407575,0.19896193771626297,target_only
0.4634045910149957,0.21626297577854672,target_only
0.49660757856367116,0.25951557093425603,target_only
0.5406699838233778,0.34429065743944637,target_only
0.6283817952528856,0.3944636678200692,target_only
0.821376917322621,0.5951557093425606,target_only
0.45523095074301145,0.2659758203799655,prototypical_networks
0.470922352791245,0.2629757785467128,prototypical_networks
0.4825370717851609,0.23834196891191708,prototypical_networks
0.49133195770675225,0.22357019064124783,prototypical_networks
0.4977406853726166,0.2681660899653979,prototypical_networks
0.5035681654425228,0.2750865051903114,prototypical_networks
0.5098500056869019,0.2491349480968858,prototypical_networks
0.5169752148402191,0.25432525951557095,prototypical_networks
0.5258612464662241,0.25432525951557095,prototypical_networks
0.5412217946819781,0.2629757785467128,prototypical_networks
0.1470011381217478,0.24006908462867013,domain_adversarial
0.1851613622120095,0.2422145328719723,domain_adversarial
0.20442953128303212,0.28546712802768165,domain_adversarial
0.2203881335815344,0.2647058823529412,domain_adversarial
0.23536449044324123,0.24567474048442905,domain_adversarial
0.2509579480364661,0.2664359861591695,domain_adversarial
0.26730030120244075,0.2560553633217993,domain_adversarial
0.2870615450053067,0.22491349480968859,domain_adversarial
0.31234693202386676,0.24740484429065743,domain_adversarial
0.37554477789410257,0.2820069204152249,domain_adversarial
0.10453257259840766,0.1001727115716753,causal_transfer
0.1512412994964264,0.11591695501730104,causal_transfer
0.1771866846276372,0.15916955017301038,causal_transfer
0.2001400052560114,0.16608996539792387,causal_transfer
0.2226367214946578,0.20588235294117646,causal_transfer
0.2425947118899637,0.22145328719723184,causal_transfer
0.2663943267188703,0.2577854671280277,causal_transfer
0.30262860838057787,0.3373702422145329,causal_transfer
0.3793545191162878,0.3961937716262976,causal_transfer
0.6329785642413187,0.5951557093425606,causal_transfer
0.014402961354589034,0.2158894645941278,tabtransformer
0.04065928969429129,0.22491349480968859,tabtransformer
0.06487425791815078,0.2647058823529412,tabtransformer
0.08994437038743784,0.24567474048442905,tabtransformer
0.11874068461384328,0.21453287197231835,tabtransformer
0.15484154930782978,0.25432525951557095,tabtransformer
0.19889479426205467,0.22876949740034663,tabtransformer
0.2577228242972148,0.28842832469775476,tabtransformer
0.35600590489314915,0.29238754325259514,tabtransformer
0.6092896116542981,0.32525951557093424,tabtransformer
0.4602083695502707,0.2551505546751189,enhanced_maml
0.6556342907396018,0.27450980392156865,enhanced_maml
0.08610214127818486,0.1001727115716753,meta_ensemble
0.12440885930976373,0.11764705882352941,meta_ensemble
0.14945371034106886,0.15051903114186851,meta_ensemble
0.176977362784917,0.17474048442906576,meta_ensemble
0.20471688088252563,0.20588235294117646,meta_ensemble
0.22992152582091427,0.21972318339100347,meta_ensemble
0.26106139226664565,0.2512998266897747,meta_ensemble
0.3059177013614777,0.35060449050086356,meta_ensemble
0.404183952203227,0.3892733564013841,meta_ensemble
0.6112141040580551,0.5951557093425606,meta_ensemble
